Designator,Mid X,Mid Y,Rotation,Layer
C1,134.84,-48.16,0.0,top
C2,103.1,-52.81,90.0,top
C3,128.29,-59.05,0.0,top
C4,128.3,-61.15,180.0,top
J1,115.8,-103.925,0.0,bottom
J2,115.78,-99.46,0.0,top
J3,129.525,-46.06,270.0,top
J5,131.75,-61.27,0.0,bottom
S1,127.0,-81.53,0.0,top
S2,97.325,-98.575,0.0,top
S3,133.825,-98.575,0.0,top
S4,133.81,-90.83,0.0,top
S5,97.28,-90.83,0.0,top
S6,104.625,-81.53,0.0,top
U1,115.48,-60.755,0.0,top
U3,132.045,-52.89,270.0,top
